Neighborhood,area,population,avg household size,avg number of cars apts,avg number of cars houses,males,med age females,med age males,med household income,med rent,pct born in another us state,pct born in state,pct families with children,pct family household,pct foreign born residents,pct married couple,pct native residents born outside us,pct never married females > 15,pct never married males > 15,pct not speak English well,pct single mother,pct units mortgage,American Restaurant,Athletics & Sports,Bakery,Bar,Baseball Field,Basketball Court,Beach,Brewery,Bus Station,Business Service,Café,Chinese Restaurant,Coffee Shop,Construction & Landscaping,Convenience Store,Cosmetics Shop,Dessert Shop,Disc Golf,Discount Store,Dog Run,Fast Food Restaurant,Food,Food Truck,Furniture / Home Store,Gas Station,Golf Course,Grocery Store,Gym,Gym / Fitness Center,Home Service,Hotel,Italian Restaurant,Lake,Lawyer,Massage Studio,Mexican Restaurant,Music Venue,Nightlife Spot,Park,Pharmacy,Pizza Place,Playground,Pool,Pub,Rental Car Location,Sandwich Place,Social Club,Spa,Supermarket,Tennis Court,Trail,Video Store,Water Park
"Jordan, Raleigh, NC",0.051,62,2.3,1.6,2.2,30.0,41.3,42.4,76395.0,1371.0,30.3,61.0,31.1,43.0,7.9,57.8,0.9,13.4,16.8,0.0,7.1,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kenly Court, Raleigh, NC",0.01,23,2.6,1.8,2.1,11.0,53.1,44.2,147857.0,2081.0,38.2,56.0,37.7,50.1,5.5,67.8,0.3,8.0,9.3,0.0,1.6,56.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kentwood, Raleigh, NC",0.17,287,2.8,1.8,2.0,150.0,32.1,28.8,72538.0,777.0,37.0,39.4,23.0,47.3,21.8,52.3,1.8,14.1,23.6,5.8,8.7,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
"Kings Mill, Raleigh, NC",0.041,110,2.6,1.6,2.1,49.0,44.8,48.3,120583.0,853.0,52.6,40.0,37.5,62.3,6.6,77.1,0.7,7.1,6.0,0.0,0.8,78.7,0.04,0.0,0.01,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.0,0.02,0.04,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kingsboro, Raleigh, NC",0.006999999999999999,20,2.1,1.5,1.6,9.0,37.2,35.8,54432.0,774.0,25.3,67.5,31.4,38.4,6.7,30.0,0.5,25.9,16.5,0.0,14.3,56.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kingsland, Raleigh, NC",0.135,125,2.6,1.2,2.1,53.0,42.3,44.4,110083.0,1031.0,53.2,39.1,32.8,57.3,7.3,68.1,0.5,7.6,6.4,0.0,5.2,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kingwood Forest, Raleigh, NC",0.219,88,2.2,4.1,1.7,54.0,52.4,41.7,49125.0,678.0,22.5,66.1,44.4,32.8,10.7,38.4,0.8,13.2,25.1,3.4,71.7,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kirkwood Park, Raleigh, NC",0.006,16,2.6,1.6,2.1,7.0,44.8,48.3,120583.0,853.0,52.6,40.0,39.3,62.3,6.6,77.1,0.7,7.1,6.0,0.0,0.8,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
"Lacrosse Pointe, Raleigh, NC",0.02,53,2.5,1.3,2.1,25.0,32.6,30.9,34719.0,693.0,30.5,43.2,24.0,60.2,25.0,40.0,1.3,17.8,17.6,6.3,11.3,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lafayette, Raleigh, NC",0.032,96,2.6,1.2,1.6,44.0,39.4,41.7,52992.0,802.0,37.6,55.3,20.0,50.6,5.9,28.9,1.2,16.3,17.1,0.0,20.8,79.6,0.08695652173913042,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lafayette, Raleigh, NC",0.032,96,2.6,1.2,1.6,44.0,39.4,41.7,52992.0,802.0,37.6,55.3,20.0,50.6,5.9,28.9,1.2,16.3,17.1,0.0,20.8,79.6,0.08695652173913042,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lake Anne, Raleigh, NC",0.184,45,21.0,1.7,1.7,28.0,36.7,30.7,65332.0,853.0,48.6,38.8,41.6,37.7,11.4,30.3,1.1,12.6,39.9,0.0,7.3,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lake Boone Place, Raleigh, NC",0.014,36,2.6,2.4,2.1,15.0,50.7,46.4,156285.0,2081.0,36.9,58.8,32.8,49.8,3.7,71.8,0.7,4.7,7.3,0.0,1.2,69.1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lake Forest, Raleigh, NC",0.1,270,2.5,1.3,2.1,128.0,32.6,30.9,34719.0,693.0,30.5,43.2,23.8,60.2,25.0,40.0,1.3,17.8,17.6,8.2,11.1,84.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
"Lake Johnson Harbour, Raleigh, NC",0.024,41,2.8,1.8,2.0,21.0,32.1,28.8,72538.0,777.0,37.0,39.4,23.1,47.3,21.8,52.3,1.8,14.1,23.6,2.6,8.7,75.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lakemont, Raleigh, NC",0.328,1084,2.3,1.8,1.8,557.0,41.1,37.8,69576.0,1224.0,46.2,49.2,35.7,48.7,2.8,58.2,1.8,10.0,14.4,0.2,4.1,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lakepark, Raleigh, NC",0.195,478,25.0,1.3,2.0,249.0,51.2,49.2,68162.0,846.0,52.6,40.0,40.7,37.6,6.6,47.6,0.7,13.0,14.4,1.1,6.2,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lakestone, Raleigh, NC",0.136,162,2.5,1.6,2.2,77.0,52.5,55.5,143687.0,1524.0,30.1,65.8,36.5,41.5,3.4,65.1,0.6,12.6,13.3,0.0,5.4,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
"Lakewood, Raleigh, NC",0.101,409,3.0,1.3,2.3,147.0,28.6,38.9,33155.0,644.0,25.3,67.5,17.2,56.2,6.7,25.7,0.5,37.2,21.1,2.7,12.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lambshire Downs, Raleigh, NC",0.057,154,2.6,1.6,2.1,69.0,44.8,48.3,120583.0,853.0,52.6,40.0,37.5,62.3,6.6,77.1,0.7,7.1,6.0,0.0,0.8,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Landfall North, Raleigh, NC",0.014,12,2.6,1.2,2.1,5.0,42.3,44.4,110083.0,1031.0,53.2,39.1,34.2,57.3,7.3,68.1,0.5,7.6,6.4,0.0,5.4,78.6,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Landfall, Raleigh, NC",0.049,12,21.0,1.7,1.7,7.0,36.7,30.7,65332.0,853.0,48.6,38.8,41.7,37.7,11.4,30.3,1.1,12.6,39.9,0.0,7.3,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lassiter, Raleigh, NC",0.016,12,2.9,2.9,2.4,5.0,61.3,64.9,168014.0,1783.0,31.4,63.9,39.4,44.6,3.3,69.9,1.4,11.4,9.4,0.0,5.7,59.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
"Laurel Hills, Raleigh, NC",0.276,772,9.9,1.5,2.2,363.0,42.8,43.1,115631.0,1207.0,46.2,42.9,34.9,47.5,10.3,54.1,0.6,14.4,15.5,1.0,3.1,66.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Laurel Woods Townhomes, Raleigh, NC",0.039,109,2.3,1.5,2.2,51.0,39.0,41.1,123293.0,1207.0,46.3,42.9,35.0,47.5,10.3,54.1,0.6,14.4,15.5,0.0,3.1,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Leesville Road, Raleigh, NC",0.02,18,2.6,1.2,2.1,7.0,42.3,44.4,110083.0,1031.0,53.2,39.1,33.3,57.3,7.3,68.1,0.5,7.6,6.4,0.0,5.3,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Leonard Place, Raleigh, NC",0.004,13,2.6,1.7,2.1,6.0,44.3,37.0,94000.0,745.0,39.7,52.0,38.2,50.0,7.1,59.7,1.1,12.5,18.4,0.0,1.2,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lincoln Terrace, Raleigh, NC",0.016,174,2.3,0.9,1.7,74.0,50.7,39.2,41903.0,621.0,28.8,64.2,29.0,32.1,6.4,30.8,0.5,15.2,19.5,1.7,15.0,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lincoln Villas, Raleigh, NC",0.017,24,2.5,1.8,2.2,13.0,37.5,32.9,74803.0,928.0,34.4,38.8,40.4,63.2,26.8,60.8,0.0,8.8,17.3,9.5,20.1,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lions Way, Raleigh, NC",0.01,33,2.1,1.1,1.4,14.0,31.8,34.6,44079.0,671.0,37.6,55.3,21.5,50.3,5.9,27.1,1.2,22.6,16.0,0.0,25.8,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0
"Lisbon Woods, Raleigh, NC",0.021,40,2.6,1.3,2.0,20.0,41.8,38.3,48750.0,651.0,23.9,53.7,15.0,42.1,19.3,41.8,3.1,19.8,17.7,5.3,1.2,73.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Little Lake Hill, Raleigh, NC",0.006,17,2.6,1.7,2.1,9.0,44.3,37.0,94000.0,745.0,39.7,52.0,39.8,50.0,7.1,59.7,1.1,12.5,18.4,0.0,1.2,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lockwood, Raleigh, NC",0.35,947,2.3,1.5,1.7,433.0,35.3,36.7,47130.0,795.0,25.3,67.5,25.3,37.3,6.7,30.5,0.5,27.9,16.9,3.3,18.2,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longview, Raleigh, NC",0.368,688,3.3,1.3,2.0,263.0,35.1,41.3,40114.0,839.0,25.3,67.4,15.7,48.5,6.7,27.8,0.5,36.0,20.2,1.7,16.6,77.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Longwood, Raleigh, NC",0.025,60,25.0,1.3,2.0,31.0,51.2,49.2,68162.0,846.0,52.6,40.0,41.2,37.6,6.6,47.6,0.7,13.0,14.4,0.0,6.3,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lowden Street, Raleigh, NC",0.003,14,2.5,1.7,2.0,7.0,38.0,40.3,103438.0,798.0,38.1,56.9,41.9,61.5,3.8,69.1,1.2,10.6,10.9,0.0,3.7,89.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lyndhurst Manor, Raleigh, NC",0.018000000000000002,7,2.2,4.1,1.7,4.0,52.4,41.7,49125.0,678.0,22.5,66.1,44.4,32.8,10.7,38.4,0.8,13.2,25.1,0.0,71.8,85.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0
"Lynn Road, Raleigh, NC",0.003,8,2.1,1.2,2.3,4.0,41.7,43.2,70521.0,843.0,46.2,43.3,38.1,40.0,10.1,40.6,0.4,14.9,10.0,0.0,14.6,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lynndale Estates, Raleigh, NC",0.043,106,25.0,1.3,2.0,55.0,51.2,49.2,68162.0,846.0,52.6,40.0,40.8,37.6,6.6,47.6,0.7,13.0,14.4,1.0,6.2,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
"Lyon Park, Raleigh, NC",0.03,58,1.8,1.1,2.0,28.0,55.6,49.1,77708.0,789.0,38.2,56.0,48.4,23.1,5.5,40.9,0.3,18.4,18.5,0.0,7.4,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
"Madison Park, Raleigh, NC",0.037000000000000005,59,2.2,1.4,1.8,26.0,40.9,40.8,55078.0,861.0,44.4,45.0,26.6,32.6,10.2,29.9,0.4,22.9,16.6,0.0,5.5,78.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
